,Variable,Var_Dataframe,Var_Description
357,TOTAL_EFFORT_RATE,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Credit amount of the loan
358,TOTAL_INCOME_CREDIT_PERC,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Credit amount of the loan
359,TOTAL_PAYMENT_RATE,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Credit amount of the loan
360,DAYS_EMPLOYED_PERC,This is the main table. Static data for all applications. One row represents one loan in our data sample.,How many days before the application the person started current employment
361,INCOME_PER_PERSON,This is the main table. Static data for all applications. One row represents one loan in our data sample.,How many days before the application the person started current employment
362,NAME_CONTRACT_TYPE_Cash loans,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Identification if loan is cash or revolving
363,NAME_CONTRACT_TYPE_Revolving loans,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Identification if loan is cash or revolving
364,CODE_GENDER_F,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Gender of the client
365,CODE_GENDER_M,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Gender of the client
366,FLAG_OWN_CAR_N,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Flag if the client owns a car
367,FLAG_OWN_CAR_Y,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Flag if the client owns a car
368,FLAG_OWN_REALTY_N,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Flag if client owns a house or flat
369,FLAG_OWN_REALTY_Y,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Flag if client owns a house or flat
370,NAME_TYPE_SUITE_Children,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Who was accompanying client when he was applying for the loan
371,NAME_TYPE_SUITE_Family,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Who was accompanying client when he was applying for the loan
372,NAME_TYPE_SUITE_Group of people,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Who was accompanying client when he was applying for the loan
373,NAME_TYPE_SUITE_Other_A,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Who was accompanying client when he was applying for the loan
374,NAME_TYPE_SUITE_Other_B,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Who was accompanying client when he was applying for the loan
375,"NAME_TYPE_SUITE_Spouse, partner",This is the main table. Static data for all applications. One row represents one loan in our data sample.,Who was accompanying client when he was applying for the loan
376,NAME_TYPE_SUITE_Unaccompanied,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Who was accompanying client when he was applying for the loan
377,NAME_INCOME_TYPE_Businessman,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Clients income type (businessman, working, maternity leave,…)"
378,NAME_INCOME_TYPE_Commercial associate,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Clients income type (businessman, working, maternity leave,…)"
379,NAME_INCOME_TYPE_Maternity leave,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Clients income type (businessman, working, maternity leave,…)"
380,NAME_INCOME_TYPE_Pensioner,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Clients income type (businessman, working, maternity leave,…)"
381,NAME_INCOME_TYPE_State servant,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Clients income type (businessman, working, maternity leave,…)"
382,NAME_INCOME_TYPE_Student,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Clients income type (businessman, working, maternity leave,…)"
383,NAME_INCOME_TYPE_Unemployed,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Clients income type (businessman, working, maternity leave,…)"
384,NAME_INCOME_TYPE_Working,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Clients income type (businessman, working, maternity leave,…)"
385,NAME_EDUCATION_TYPE_Academic degree,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Level of highest education the client achieved
386,NAME_EDUCATION_TYPE_Higher education,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Level of highest education the client achieved
387,NAME_EDUCATION_TYPE_Incomplete higher,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Level of highest education the client achieved
388,NAME_EDUCATION_TYPE_Lower secondary,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Level of highest education the client achieved
389,NAME_EDUCATION_TYPE_Secondary / secondary special,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Level of highest education the client achieved
390,NAME_FAMILY_STATUS_Civil marriage,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Status of Credit Bureau loan during the month (active, closed, DPD0-30,… [C means closed, X means status unknown, 0 means no DPD, 1 means maximal did during month between 1-30, 2 means DPD 31-60,… 5 means DPD 120+ or sold or written off ] )"
391,NAME_FAMILY_STATUS_Married,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Status of Credit Bureau loan during the month (active, closed, DPD0-30,… [C means closed, X means status unknown, 0 means no DPD, 1 means maximal did during month between 1-30, 2 means DPD 31-60,… 5 means DPD 120+ or sold or written off ] )"
392,NAME_FAMILY_STATUS_Separated,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Status of Credit Bureau loan during the month (active, closed, DPD0-30,… [C means closed, X means status unknown, 0 means no DPD, 1 means maximal did during month between 1-30, 2 means DPD 31-60,… 5 means DPD 120+ or sold or written off ] )"
393,NAME_FAMILY_STATUS_Single / not married,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Status of Credit Bureau loan during the month (active, closed, DPD0-30,… [C means closed, X means status unknown, 0 means no DPD, 1 means maximal did during month between 1-30, 2 means DPD 31-60,… 5 means DPD 120+ or sold or written off ] )"
394,NAME_FAMILY_STATUS_Unknown,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Status of Credit Bureau loan during the month (active, closed, DPD0-30,… [C means closed, X means status unknown, 0 means no DPD, 1 means maximal did during month between 1-30, 2 means DPD 31-60,… 5 means DPD 120+ or sold or written off ] )"
395,NAME_FAMILY_STATUS_Widow,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Status of Credit Bureau loan during the month (active, closed, DPD0-30,… [C means closed, X means status unknown, 0 means no DPD, 1 means maximal did during month between 1-30, 2 means DPD 31-60,… 5 means DPD 120+ or sold or written off ] )"
396,NAME_HOUSING_TYPE_Co-op apartment,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"What is the housing situation of the client (renting, living with parents, ...)"
397,NAME_HOUSING_TYPE_House / apartment,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"What is the housing situation of the client (renting, living with parents, ...)"
398,NAME_HOUSING_TYPE_Municipal apartment,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"What is the housing situation of the client (renting, living with parents, ...)"
399,NAME_HOUSING_TYPE_Office apartment,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"What is the housing situation of the client (renting, living with parents, ...)"
400,NAME_HOUSING_TYPE_Rented apartment,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"What is the housing situation of the client (renting, living with parents, ...)"
401,NAME_HOUSING_TYPE_With parents,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"What is the housing situation of the client (renting, living with parents, ...)"
402,OCCUPATION_TYPE_Accountants,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
403,OCCUPATION_TYPE_Cleaning staff,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
404,OCCUPATION_TYPE_Cooking staff,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
405,OCCUPATION_TYPE_Core staff,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
406,OCCUPATION_TYPE_Drivers,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
407,OCCUPATION_TYPE_HR staff,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
408,OCCUPATION_TYPE_High skill tech staff,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
409,OCCUPATION_TYPE_IT staff,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
410,OCCUPATION_TYPE_Laborers,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
411,OCCUPATION_TYPE_Low-skill Laborers,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
412,OCCUPATION_TYPE_Managers,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
413,OCCUPATION_TYPE_Medicine staff,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
414,OCCUPATION_TYPE_Private service staff,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
415,OCCUPATION_TYPE_Realty agents,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
416,OCCUPATION_TYPE_Sales staff,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
417,OCCUPATION_TYPE_Secretaries,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
418,OCCUPATION_TYPE_Security staff,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
419,OCCUPATION_TYPE_Waiters/barmen staff,This is the main table. Static data for all applications. One row represents one loan in our data sample.,What kind of occupation does the client have
420,WEEKDAY_APPR_PROCESS_START_FRIDAY,This is the main table. Static data for all applications. One row represents one loan in our data sample.,On which day of the week did the client apply for the loan
421,WEEKDAY_APPR_PROCESS_START_MONDAY,This is the main table. Static data for all applications. One row represents one loan in our data sample.,On which day of the week did the client apply for the loan
422,WEEKDAY_APPR_PROCESS_START_SATURDAY,This is the main table. Static data for all applications. One row represents one loan in our data sample.,On which day of the week did the client apply for the loan
423,WEEKDAY_APPR_PROCESS_START_SUNDAY,This is the main table. Static data for all applications. One row represents one loan in our data sample.,On which day of the week did the client apply for the loan
424,WEEKDAY_APPR_PROCESS_START_THURSDAY,This is the main table. Static data for all applications. One row represents one loan in our data sample.,On which day of the week did the client apply for the loan
425,WEEKDAY_APPR_PROCESS_START_TUESDAY,This is the main table. Static data for all applications. One row represents one loan in our data sample.,On which day of the week did the client apply for the loan
426,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,This is the main table. Static data for all applications. One row represents one loan in our data sample.,On which day of the week did the client apply for the loan
427,ORGANIZATION_TYPE_Advertising,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
428,ORGANIZATION_TYPE_Agriculture,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
429,ORGANIZATION_TYPE_Bank,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
430,ORGANIZATION_TYPE_Business Entity Type 1,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
431,ORGANIZATION_TYPE_Business Entity Type 2,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
432,ORGANIZATION_TYPE_Business Entity Type 3,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
433,ORGANIZATION_TYPE_Cleaning,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
434,ORGANIZATION_TYPE_Construction,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
435,ORGANIZATION_TYPE_Culture,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
436,ORGANIZATION_TYPE_Electricity,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
437,ORGANIZATION_TYPE_Emergency,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
438,ORGANIZATION_TYPE_Government,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
439,ORGANIZATION_TYPE_Hotel,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
440,ORGANIZATION_TYPE_Housing,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
441,ORGANIZATION_TYPE_Industry: type 1,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
442,ORGANIZATION_TYPE_Industry: type 10,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
443,ORGANIZATION_TYPE_Industry: type 11,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
444,ORGANIZATION_TYPE_Industry: type 12,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
445,ORGANIZATION_TYPE_Industry: type 13,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
446,ORGANIZATION_TYPE_Industry: type 2,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
447,ORGANIZATION_TYPE_Industry: type 3,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
448,ORGANIZATION_TYPE_Industry: type 4,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
449,ORGANIZATION_TYPE_Industry: type 5,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
450,ORGANIZATION_TYPE_Industry: type 6,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
451,ORGANIZATION_TYPE_Industry: type 7,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
452,ORGANIZATION_TYPE_Industry: type 8,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
453,ORGANIZATION_TYPE_Industry: type 9,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
454,ORGANIZATION_TYPE_Insurance,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
455,ORGANIZATION_TYPE_Kindergarten,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
456,ORGANIZATION_TYPE_Legal Services,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
457,ORGANIZATION_TYPE_Medicine,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
458,ORGANIZATION_TYPE_Military,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
459,ORGANIZATION_TYPE_Mobile,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
460,ORGANIZATION_TYPE_Other,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
461,ORGANIZATION_TYPE_Police,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
462,ORGANIZATION_TYPE_Postal,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
463,ORGANIZATION_TYPE_Realtor,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
464,ORGANIZATION_TYPE_Religion,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
465,ORGANIZATION_TYPE_Restaurant,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
466,ORGANIZATION_TYPE_School,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
467,ORGANIZATION_TYPE_Security,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
468,ORGANIZATION_TYPE_Security Ministries,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
469,ORGANIZATION_TYPE_Self-employed,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
470,ORGANIZATION_TYPE_Services,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
471,ORGANIZATION_TYPE_Telecom,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
472,ORGANIZATION_TYPE_Trade: type 1,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
473,ORGANIZATION_TYPE_Trade: type 2,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
474,ORGANIZATION_TYPE_Trade: type 3,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
475,ORGANIZATION_TYPE_Trade: type 4,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
476,ORGANIZATION_TYPE_Trade: type 5,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
477,ORGANIZATION_TYPE_Trade: type 6,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
478,ORGANIZATION_TYPE_Trade: type 7,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
479,ORGANIZATION_TYPE_Transport: type 1,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
480,ORGANIZATION_TYPE_Transport: type 2,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
481,ORGANIZATION_TYPE_Transport: type 3,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
482,ORGANIZATION_TYPE_Transport: type 4,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
483,ORGANIZATION_TYPE_University,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
484,ORGANIZATION_TYPE_XNA,This is the main table. Static data for all applications. One row represents one loan in our data sample.,Type of organization where client works
485,FONDKAPREMONT_MODE_not specified,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
486,FONDKAPREMONT_MODE_org spec account,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
487,FONDKAPREMONT_MODE_reg oper account,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
488,FONDKAPREMONT_MODE_reg oper spec account,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
489,HOUSETYPE_MODE_block of flats,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
490,HOUSETYPE_MODE_specific housing,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
491,HOUSETYPE_MODE_terraced house,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
492,WALLSMATERIAL_MODE_Block,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
493,WALLSMATERIAL_MODE_Mixed,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
494,WALLSMATERIAL_MODE_Monolithic,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
495,WALLSMATERIAL_MODE_Others,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
496,WALLSMATERIAL_MODE_Panel,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
497,"WALLSMATERIAL_MODE_Stone, brick",This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
498,WALLSMATERIAL_MODE_Wooden,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
499,EMERGENCYSTATE_MODE_No,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
500,EMERGENCYSTATE_MODE_Yes,This is the main table. Static data for all applications. One row represents one loan in our data sample.,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
501,BUREAU_CREDIT_ACTIVE_MODE_Active,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,Status of the Credit Bureau (CB) reported credits
502,BUREAU_CREDIT_ACTIVE_MODE_Closed,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,Status of the Credit Bureau (CB) reported credits
503,BUREAU_CREDIT_ACTIVE_MODE_Sold,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,Status of the Credit Bureau (CB) reported credits
504,BUREAU_CREDIT_CURRENCY_MODE_currency 1,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,Recoded currency of the Credit Bureau credit
505,BUREAU_CREDIT_CURRENCY_MODE_currency 2,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,Recoded currency of the Credit Bureau credit
506,BUREAU_CREDIT_CURRENCY_MODE_currency 3,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,Recoded currency of the Credit Bureau credit
507,BUREAU_CREDIT_TYPE_MODE_Another type of loan,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,"Type of Credit Bureau credit (Car, cash,...)"
508,BUREAU_CREDIT_TYPE_MODE_Car loan,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,"Type of Credit Bureau credit (Car, cash,...)"
509,BUREAU_CREDIT_TYPE_MODE_Consumer credit,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,"Type of Credit Bureau credit (Car, cash,...)"
510,BUREAU_CREDIT_TYPE_MODE_Credit card,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,"Type of Credit Bureau credit (Car, cash,...)"
511,BUREAU_CREDIT_TYPE_MODE_Loan for business development,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,"Type of Credit Bureau credit (Car, cash,...)"
512,BUREAU_CREDIT_TYPE_MODE_Loan for the purchase of equipment,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,"Type of Credit Bureau credit (Car, cash,...)"
513,BUREAU_CREDIT_TYPE_MODE_Loan for working capital replenishment,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,"Type of Credit Bureau credit (Car, cash,...)"
514,BUREAU_CREDIT_TYPE_MODE_Microloan,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,"Type of Credit Bureau credit (Car, cash,...)"
515,BUREAU_CREDIT_TYPE_MODE_Mortgage,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,"Type of Credit Bureau credit (Car, cash,...)"
516,BUREAU_CREDIT_TYPE_MODE_Real estate loan,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,"Type of Credit Bureau credit (Car, cash,...)"
517,BUREAU_CREDIT_TYPE_MODE_Unknown type of loan,All client's previous credits provided by other financial institutions that were reported to Credit Bureau.,"Type of Credit Bureau credit (Car, cash,...)"
518,PREV_NAME_CONTRACT_TYPE_MODE_Cash loans,All previous applications for Home Credit loans of clients.,Identification if loan is cash or revolving
519,PREV_NAME_CONTRACT_TYPE_MODE_Consumer loans,All previous applications for Home Credit loans of clients.,Identification if loan is cash or revolving
520,PREV_NAME_CONTRACT_TYPE_MODE_Revolving loans,All previous applications for Home Credit loans of clients.,Identification if loan is cash or revolving
521,PREV_NAME_CONTRACT_TYPE_MODE_XNA,All previous applications for Home Credit loans of clients.,Identification if loan is cash or revolving
522,PREV_WEEKDAY_APPR_PROCESS_START_MODE_FRIDAY,All previous applications for Home Credit loans of clients.,On which day of the week did the client apply for the loan
523,PREV_WEEKDAY_APPR_PROCESS_START_MODE_MONDAY,All previous applications for Home Credit loans of clients.,On which day of the week did the client apply for the loan
524,PREV_WEEKDAY_APPR_PROCESS_START_MODE_SATURDAY,All previous applications for Home Credit loans of clients.,On which day of the week did the client apply for the loan
525,PREV_WEEKDAY_APPR_PROCESS_START_MODE_SUNDAY,All previous applications for Home Credit loans of clients.,On which day of the week did the client apply for the loan
526,PREV_WEEKDAY_APPR_PROCESS_START_MODE_THURSDAY,All previous applications for Home Credit loans of clients.,On which day of the week did the client apply for the loan
527,PREV_WEEKDAY_APPR_PROCESS_START_MODE_TUESDAY,All previous applications for Home Credit loans of clients.,On which day of the week did the client apply for the loan
528,PREV_WEEKDAY_APPR_PROCESS_START_MODE_WEDNESDAY,All previous applications for Home Credit loans of clients.,On which day of the week did the client apply for the loan
529,PREV_FLAG_LAST_APPL_PER_CONTRACT_MODE_N,All previous applications for Home Credit loans of clients.,Flag if it was last application for the previous contract. Sometimes by mistake of client or our clerk there could be more applications for one single contract
530,PREV_FLAG_LAST_APPL_PER_CONTRACT_MODE_Y,All previous applications for Home Credit loans of clients.,Flag if it was last application for the previous contract. Sometimes by mistake of client or our clerk there could be more applications for one single contract
531,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Building a house or an annex,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
532,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Business development,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
533,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Buying a garage,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
534,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Buying a holiday home / land,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
535,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Buying a home,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
536,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Buying a new car,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
537,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Buying a used car,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
538,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Car repairs,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
539,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Education,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
540,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Everyday expenses,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
541,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Furniture,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
542,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Gasification / water supply,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
543,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Hobby,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
